,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal,Translated
2491,"@dr_koko28 Lho gimana sih dok, kok malah nyalahin kopit? Knp ga adain studi/riset pasca vaksin covid, secara vaksinnya blm sampai tahap akhir uji klinis? 
Artikel2 dr LN byk yg blg efek vaksin spt yg dokter sebutkan.", Lho gimana sih dok kok malah nyalahin kopit Knp ga adain studi riset pasca vaksin covid secara vaksinnya blm sampai tahap akhir uji klinis dr LN byk yg blg efek vaksin spt yg dokter sebutkan , lho gimana sih dok kok malah nyalahin kopit knp ga adain studi riset pasca vaksin covid secara vaksinnya blm sampai tahap akhir uji klinis dr ln byk yg blg efek vaksin spt yg dokter sebutkan ,lho gimana sih dok kok malah nyalahin kopit kenapa gak adain studi riset pasca vaksin covid secara vaksinnya belum sampai tahap akhir uji klinis dr ln banyak yang bilang efek vaksin seperti yang dokter sebutkan,"['lho', 'gimana', 'sih', 'dok', 'kok', 'malah', 'nyalahin', 'kopit', 'kenapa', 'gak', 'adain', 'studi', 'riset', 'pasca', 'vaksin', 'covid', 'secara', 'vaksinnya', 'belum', 'sampai', 'tahap', 'akhir', 'uji', 'klinis', 'dr', 'ln', 'banyak', 'yang', 'bilang', 'efek', 'vaksin', 'seperti', 'yang', 'dokter', 'sebutkan']","['lho', 'gimana', 'sih', 'dok', 'kok', 'malah', 'nyalahin', 'kopit', 'gak', 'adain', 'studi', 'riset', 'pasca', 'vaksin', 'covid', 'vaksinnya', 'tahap', 'akhir', 'uji', 'klinis', 'dr', 'ln', 'banyak', 'bilang', 'efek', 'vaksin', 'dokter', 'sebutkan']","you know what, doc, how come you blame the copit, why aren't there post-covid vaccine research studies?"
2492,@dr_koko28 itu beneran long covid atau efek samping vaksin doc?, itu beneran long covid atau efek samping vaksin doc , itu beneran long covid atau efek samping vaksin doc ,itu beneran long covid atau efek samping vaksin doc,"['itu', 'beneran', 'long', 'covid', 'atau', 'efek', 'samping', 'vaksin', 'doc']","['beneran', 'long', 'covid', 'efek', 'samping', 'vaksin', 'doc']",it's really long covid or a side effect of the vaccine doc
2493,"@hiim_one @dr_koko28 Yaelah, elo gak ngapa-ngapain di rumah aja ada resiko meninggal ketabrak mobil kok.

Kalo lo gak percaya vaksin ya gak usah vaksin. 

Gak perlu sampe ngomongin resiko efek samping dari vaksin yang elo gak punya kompetensi untuk ngomonginnya.", Yaelah elo gak ngapa ngapain di rumah aja ada resiko meninggal ketabrak mobil kok Kalo lo gak percaya vaksin ya gak usah vaksin Gak perlu sampe ngomongin resiko efek samping dari vaksin yang elo gak punya kompetensi untuk ngomonginnya , yaelah elo gak ngapa ngapain di rumah aja ada resiko meninggal ketabrak mobil kok kalo lo gak percaya vaksin ya gak usah vaksin gak perlu sampe ngomongin resiko efek samping dari vaksin yang elo gak punya kompetensi untuk ngomonginnya ,yaelah kamu gak ngapa ngapain di rumah aja ada resiko meninggal ketabrak mobil kok kalo lo gak percaya vaksin ya gak usah vaksin gak perlu sampe ngomongin resiko efek samping dari vaksin yang kamu gak punya kompetensi untuk ngomonginnya,"['yaelah', 'kamu', 'gak', 'ngapa', 'ngapain', 'di', 'rumah', 'aja', 'ada', 'resiko', 'meninggal', 'ketabrak', 'mobil', 'kok', 'kalo', 'lo', 'gak', 'percaya', 'vaksin', 'ya', 'gak', 'usah', 'vaksin', 'gak', 'perlu', 'sampe', 'ngomongin', 'resiko', 'efek', 'samping', 'dari', 'vaksin', 'yang', 'kamu', 'gak', 'punya', 'kompetensi', 'untuk', 'ngomonginnya']","['yaelah', 'kamu', 'gak', 'ngapa', 'ngapain', 'rumah', 'aja', 'resiko', 'meninggal', 'ketabrak', 'mobil', 'kok', 'kalo', 'lo', 'gak', 'percaya', 'vaksin', 'gak', 'usah', 'vaksin', 'gak', 'perlu', 'sampe', 'ngomongin', 'resiko', 'efek', 'samping', 'vaksin', 'kamu', 'gak', 'punya', 'kompetensi', 'ngomonginnya']","ok, you don't have to do anything at home. there's a risk of being hit by a car. if you don't believe in vaccines, you don't need vaccines, you don't need to talk about the risks of side effects from vaccines that you don't have the competence to talk about."
2494,"Jadi harus sama-sama bijak yaa gaes. Jejak digital itu susah banget ilang lho

2. Ada yang nyangkutpautin dengan vaksin
Gue gak tau bener atau enggak efek vaksin itu bisa buat orang meninggal. Tapi sejauh yang gue tau, jenis vaksin yang digunakan di sokor itu beda sama di indo",Jadi harus sama sama bijak yaa gaes Jejak digital itu susah banget ilang lho Ada yang nyangkutpautin dengan vaksin Gue gak tau bener atau enggak efek vaksin itu bisa buat orang meninggal Tapi sejauh yang gue tau jenis vaksin yang digunakan di sokor itu beda sama di indo,jadi harus sama sama bijak yaa gaes jejak digital itu susah banget ilang lho ada yang nyangkutpautin dengan vaksin gue gak tau bener atau enggak efek vaksin itu bisa buat orang meninggal tapi sejauh yang gue tau jenis vaksin yang digunakan di sokor itu beda sama di indo,jadi harus sama sama bijak ya gaes jejak digital itu susah banget ilang lho ada yang nyangkutpautin dengan vaksin gue gak tau benar atau enggak efek vaksin itu bisa buat orang meninggal tapi sejauh yang gue tau jenis vaksin yang digunakan di sokor itu beda sama di indonesia,"['jadi', 'harus', 'sama', 'sama', 'bijak', 'ya', 'gaes', 'jejak', 'digital', 'itu', 'susah', 'banget', 'ilang', 'lho', 'ada', 'yang', 'nyangkutpautin', 'dengan', 'vaksin', 'gue', 'gak', 'tau', 'benar', 'atau', 'enggak', 'efek', 'vaksin', 'itu', 'bisa', 'buat', 'orang', 'meninggal', 'tapi', 'sejauh', 'yang', 'gue', 'tau', 'jenis', 'vaksin', 'yang', 'digunakan', 'di', 'sokor', 'itu', 'beda', 'sama', 'di', 'indonesia']","['jadi', 'sama', 'sama', 'bijak', 'gaes', 'jejak', 'digital', 'susah', 'banget', 'ilang', 'lho', 'nyangkutpautin', 'vaksin', 'gue', 'gak', 'tau', 'benar', 'enggak', 'efek', 'vaksin', 'buat', 'orang', 'meninggal', 'sejauh', 'gue', 'tau', 'jenis', 'vaksin', 'digunakan', 'sokor', 'beda', 'sama', 'indonesia']","so you have to be wise and wise, guys, digital footprints are really hard to lose, you know, some are related to vaccines. i don't know whether or not the effects of vaccines can make people die, but as far as i know, the types of vaccines used in sokor are different from those in indonesia."
2495,"@dr_koko28 @MayoClinic 1 hal yg gak pernah disinggung dokter koko, yaitu : Efek vaksin!!!", hal yg gak pernah disinggung dokter koko yaitu Efek vaksin , hal yg gak pernah disinggung dokter koko yaitu efek vaksin ,hal yang gak pernah disinggung dokter koko yaitu efek vaksin,"['hal', 'yang', 'gak', 'pernah', 'disinggung', 'dokter', 'koko', 'yaitu', 'efek', 'vaksin']","['gak', 'pernah', 'disinggung', 'dokter', 'koko', 'efek', 'vaksin']",the thing that doctor koko never mentioned was the effects of vaccines
2496,"@dr_koko28 Kalau karena efek samping vaksin pasti gak kan dok??? Vaksin kan selalu benar, ntar dicariin kambing hitamnya...😅", Kalau karena efek samping vaksin pasti gak kan dok Vaksin kan selalu benar ntar dicariin kambing hitamnya , kalau karena efek samping vaksin pasti gak kan dok vaksin kan selalu benar ntar dicariin kambing hitamnya ,kalau karena efek samping vaksin pasti gak kan dok vaksin kan selalu benar ntar dicariin kambing hitamnya,"['kalau', 'karena', 'efek', 'samping', 'vaksin', 'pasti', 'gak', 'kan', 'dok', 'vaksin', 'kan', 'selalu', 'benar', 'ntar', 'dicariin', 'kambing', 'hitamnya']","['kalau', 'efek', 'samping', 'vaksin', 'gak', 'kan', 'dok', 'vaksin', 'kan', 'selalu', 'benar', 'ntar', 'dicariin', 'kambing', 'hitamnya']","if it's because of the side effects of the vaccine, it's certain that the vaccine isn't always right, so a scapegoat is to be found"
2497,"@ftrrii1 Pintar ya , demi melindungi rakyatnya dari efek samping vaksin mRNA suntik 💉.
Kalau disini 🤷", Pintar ya demi melindungi rakyatnya dari efek samping vaksin mRNA suntik Kalau disini , pintar ya demi melindungi rakyatnya dari efek samping vaksin mrna suntik kalau disini ,pintar ya demi melindungi rakyatnya dari efek samping vaksin mrna suntik kalau disini,"['pintar', 'ya', 'demi', 'melindungi', 'rakyatnya', 'dari', 'efek', 'samping', 'vaksin', 'mrna', 'suntik', 'kalau', 'disini']","['pintar', 'melindungi', 'rakyatnya', 'efek', 'samping', 'vaksin', 'mrna', 'suntik', 'kalau', 'disini']","smart, yes, for the sake of protecting its people from the side effects of vaccines, mrna is injected here"
2498,Beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi Itaewon dengan efek infeksi COVID-19 maupun vaksin. Dokter jantung buka suara.  https://t.co/YfQ8UDvkkO,Beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi Itaewon dengan efek infeksi COVID maupun vaksin Dokter jantung buka suara https t co ,beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi itaewon dengan efek infeksi covid maupun vaksin dokter jantung buka suara https t co ,beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi itaewon dengan efek infeksi covid maupun vaksin dokter jantung buka suara https t co,"['beredar', 'kabar', 'narasi', 'yang', 'mengaitkan', 'lemahnya', 'jantung', 'para', 'korban', 'tewas', 'tragedi', 'itaewon', 'dengan', 'efek', 'infeksi', 'covid', 'maupun', 'vaksin', 'dokter', 'jantung', 'buka', 'suara', 'https', 't', 'co']","['beredar', 'kabar', 'narasi', 'mengaitkan', 'lemahnya', 'jantung', 'korban', 'tewas', 'tragedi', 'itaewon', 'efek', 'infeksi', 'covid', 'maupun', 'vaksin', 'dokter', 'jantung', 'buka', 'suara', 'https', 't', 'co']",narratives are circulating that link the weak hearts of the victims who died in the itaewon tragedy with the effects of covid infection and vaccines heart doctors open their voices https t co
2499,"@SuramaduJingga @ngiecps @dr_koko28 Vaksin itu kan pencegahan ya pak, tujuan nya supaya ga kena atau kalo kena efeknya ga berat. Kalo long Covid ini efek jangka panjang dari infeksi Covid 19. Virusnya sudah ngga ada, tapi efek jangka panjang akibat infeksi nya bertahan. Udah banyak kok penelitian nya.", Vaksin itu kan pencegahan ya pak tujuan nya supaya ga kena atau kalo kena efeknya ga berat Kalo long Covid ini efek jangka panjang dari infeksi Covid Virusnya sudah ngga ada tapi efek jangka panjang akibat infeksi nya bertahan Udah banyak kok penelitian nya , vaksin itu kan pencegahan ya pak tujuan nya supaya ga kena atau kalo kena efeknya ga berat kalo long covid ini efek jangka panjang dari infeksi covid virusnya sudah ngga ada tapi efek jangka panjang akibat infeksi nya bertahan udah banyak kok penelitian nya ,vaksin itu kan pencegahan ya pak tujuan nya supaya gak kena atau kalo kena efeknya gak berat kalo long covid ini efek jangka panjang dari infeksi covid virusnya sudah gak ada tapi efek jangka panjang akibat infeksi nya bertahan sudah banyak kok penelitian nya,"['vaksin', 'itu', 'kan', 'pencegahan', 'ya', 'pak', 'tujuan', 'nya', 'supaya', 'gak', 'kena', 'atau', 'kalo', 'kena', 'efeknya', 'gak', 'berat', 'kalo', 'long', 'covid', 'ini', 'efek', 'jangka', 'panjang', 'dari', 'infeksi', 'covid', 'virusnya', 'sudah', 'gak', 'ada', 'tapi', 'efek', 'jangka', 'panjang', 'akibat', 'infeksi', 'nya', 'bertahan', 'sudah', 'banyak', 'kok', 'penelitian', 'nya']","['vaksin', 'kan', 'pencegahan', 'pak', 'tujuan', 'nya', 'gak', 'kena', 'kalo', 'kena', 'efeknya', 'gak', 'berat', 'kalo', 'long', 'covid', 'efek', 'jangka', 'panjang', 'infeksi', 'covid', 'virusnya', 'gak', 'efek', 'jangka', 'panjang', 'akibat', 'infeksi', 'nya', 'bertahan', 'banyak', 'kok', 'penelitian', 'nya']","vaccine is prevention, right, sir, the goal is so you don't get it or if you do, the effect isn't too severe. if it's a long covid, there's no long-term effect from the covid-19 virus infection, but the long-term effects due to the infection persist, there's been a lot of research."
2500,@BeugJake @cebong_tolol @dr_koko28 @MayoClinic Kalau bisa menjelaskan efek buruk vaksin secara ilmiah ya silahkan paparkan.. kok menyerang dokter?, Kalau bisa menjelaskan efek buruk vaksin secara ilmiah ya silahkan paparkan kok menyerang dokter , kalau bisa menjelaskan efek buruk vaksin secara ilmiah ya silahkan paparkan kok menyerang dokter ,kalau bisa menjelaskan efek buruk vaksin secara ilmiah ya silakan paparkan kok menyerang dokter,"['kalau', 'bisa', 'menjelaskan', 'efek', 'buruk', 'vaksin', 'secara', 'ilmiah', 'ya', 'silakan', 'paparkan', 'kok', 'menyerang', 'dokter']","['kalau', 'menjelaskan', 'efek', 'buruk', 'vaksin', 'ilmiah', 'silakan', 'paparkan', 'kok', 'menyerang', 'dokter']","if you can explain the bad effects of vaccines scientifically, please explain how come they attack doctors"
2501,@DokterTifa Lemah jantung itu seperti apa dok? Apakah karena kurang zat besi efek vaksin covid, Lemah jantung itu seperti apa dok Apakah karena kurang zat besi efek vaksin covid, lemah jantung itu seperti apa dok apakah karena kurang zat besi efek vaksin covid,lemah jantung itu seperti apa dok apakah karena kurang zat besi efek vaksin covid,"['lemah', 'jantung', 'itu', 'seperti', 'apa', 'dok', 'apakah', 'karena', 'kurang', 'zat', 'besi', 'efek', 'vaksin', 'covid']","['lemah', 'jantung', 'apa', 'dok', 'kurang', 'zat', 'besi', 'efek', 'vaksin', 'covid']","what is heart weakness like, doc, due to lack of iron, the effect of the covid vaccine"
2502,"@Ary0P @ph4n_ @AndiKhomeini saya sendiri terindikasi pernah terinfeksi delta, 1minggu sembuh tnp obat apapun aplgi rsp dokter. entah itu mmng nyata kopid/efek psikosis. sebahaya itu hrs memaksa vaksin ?, hingga vaksin itu di anggap ""maha benar"" ?
TETAPLAH UNVAXXED, karena BPOM menolak memberi data resiko.", saya sendiri terindikasi pernah terinfeksi delta sembuh tnp obat apapun aplgi rsp dokter entah itu mmng nyata kopid efek psikosis sebahaya itu hrs memaksa vaksin hingga vaksin itu di anggap maha benar TETAPLAH UNVAXXED karena BPOM menolak memberi data resiko , saya sendiri terindikasi pernah terinfeksi delta sembuh tnp obat apapun aplgi rsp dokter entah itu mmng nyata kopid efek psikosis sebahaya itu hrs memaksa vaksin hingga vaksin itu di anggap maha benar tetaplah unvaxxed karena bpom menolak memberi data resiko ,saya sendiri terindikasi pernah terinfeksi delta sembuh tnp obat apapun aplgi rsp dokter entah itu mmng nyata covid efek psikosis sebahaya itu hrs memaksa vaksin hingga vaksin itu di anggap maha benar tetaplah unvaxxed karena bpom menolak memberi data resiko,"['saya', 'sendiri', 'terindikasi', 'pernah', 'terinfeksi', 'delta', 'sembuh', 'tnp', 'obat', 'apapun', 'aplgi', 'rsp', 'dokter', 'entah', 'itu', 'mmng', 'nyata', 'covid', 'efek', 'psikosis', 'sebahaya', 'itu', 'hrs', 'memaksa', 'vaksin', 'hingga', 'vaksin', 'itu', 'di', 'anggap', 'maha', 'benar', 'tetaplah', 'unvaxxed', 'karena', 'bpom', 'menolak', 'memberi', 'data', 'resiko']","['sendiri', 'terindikasi', 'pernah', 'terinfeksi', 'delta', 'sembuh', 'tnp', 'obat', 'apapun', 'aplgi', 'rsp', 'dokter', 'entah', 'mmng', 'nyata', 'covid', 'efek', 'psikosis', 'sebahaya', 'hrs', 'memaksa', 'vaksin', 'hingga', 'vaksin', 'anggap', 'maha', 'benar', 'tetaplah', 'unvaxxed', 'bpom', 'menolak', 'memberi', 'data', 'resiko']","i myself have indicated that i have been infected with delta and recovered without any medication, especially the doctor's rsp, whether it's real covid, the effects of psychosis are that dangerous, you have to force a vaccine until the vaccine is considered absolutely true, stay unvaxxed because bpom refuses to provide risk data"
2503,@healthy13245678 @ssw_sat Dlm kata lain: semua vaksin memiliki efek pembekuan darah namun astrajenaka paling tinggi, Dlm kata lain semua vaksin memiliki efek pembekuan darah namun astrajenaka paling tinggi, dlm kata lain semua vaksin memiliki efek pembekuan darah namun astrajenaka paling tinggi,dlm kata lain semua vaksin memiliki efek pembekuan darah namun astrajenaka paling tinggi,"['dlm', 'kata', 'lain', 'semua', 'vaksin', 'memiliki', 'efek', 'pembekuan', 'darah', 'namun', 'astrajenaka', 'paling', 'tinggi']","['dlm', 'kata', 'semua', 'vaksin', 'memiliki', 'efek', 'pembekuan', 'darah', 'astrajenaka', 'paling', 'tinggi']",in other words all vaccines have the blood clotting effect but the joke is the highest
2504,"@arifbsantoso @altezza_05 @Badmilova @jibuthilal @dr_koko28 Masalahnya sudah umum efek samping pasca vaksin itu disangkal mentah2 dan mayoritas mengamininya. Yang korban meninggal saja disangkal apalagi kaya ini 👇
https://t.co/iwBQTD0PlT", Masalahnya sudah umum efek samping pasca vaksin itu disangkal dan mayoritas mengamininya Yang korban meninggal saja disangkal apalagi kaya ini https t co , masalahnya sudah umum efek samping pasca vaksin itu disangkal dan mayoritas mengamininya yang korban meninggal saja disangkal apalagi kaya ini https t co ,masalahnya sudah umum efek samping pasca vaksin itu disangkal dan mayoritas mengamininya yang korban meninggal saja disangkal apalagi kaya ini https t co,"['masalahnya', 'sudah', 'umum', 'efek', 'samping', 'pasca', 'vaksin', 'itu', 'disangkal', 'dan', 'mayoritas', 'mengamininya', 'yang', 'korban', 'meninggal', 'saja', 'disangkal', 'apalagi', 'kaya', 'ini', 'https', 't', 'co']","['masalahnya', 'umum', 'efek', 'samping', 'pasca', 'vaksin', 'disangkal', 'mayoritas', 'mengamininya', 'korban', 'meninggal', 'disangkal', 'kaya', 'https', 't', 'co']","the problem is that the side effects after the vaccine are common are denied and the majority agree that the victims who died are denied, especially like this https t co"
2505,Beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi Itaewon dengan efek infeksi COVID-19 maupun vaksin. Dokter jantung buka suara.  https://t.co/AtQFh2AEmy,Beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi Itaewon dengan efek infeksi COVID maupun vaksin Dokter jantung buka suara https t co ,beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi itaewon dengan efek infeksi covid maupun vaksin dokter jantung buka suara https t co ,beredar kabar narasi yang mengaitkan lemahnya jantung para korban tewas tragedi itaewon dengan efek infeksi covid maupun vaksin dokter jantung buka suara https t co,"['beredar', 'kabar', 'narasi', 'yang', 'mengaitkan', 'lemahnya', 'jantung', 'para', 'korban', 'tewas', 'tragedi', 'itaewon', 'dengan', 'efek', 'infeksi', 'covid', 'maupun', 'vaksin', 'dokter', 'jantung', 'buka', 'suara', 'https', 't', 'co']","['beredar', 'kabar', 'narasi', 'mengaitkan', 'lemahnya', 'jantung', 'korban', 'tewas', 'tragedi', 'itaewon', 'efek', 'infeksi', 'covid', 'maupun', 'vaksin', 'dokter', 'jantung', 'buka', 'suara', 'https', 't', 'co']",narratives are circulating that link the weak hearts of the victims who died in the itaewon tragedy with the effects of covid infection and vaccines heart doctors open their voices https t co
2506,"@DokterTifa Mules nih bu, apa krn efek vaksin uga?🫢", Mules nih bu apa krn efek vaksin uga , mules nih bu apa krn efek vaksin uga ,mules nih bu apa karena efek vaksin uga,"['mules', 'nih', 'bu', 'apa', 'karena', 'efek', 'vaksin', 'uga']","['mules', 'nih', 'bu', 'apa', 'efek', 'vaksin', 'uga']",is it mules or not because of the effect of the vaccine too
2507,@LukeSusilo @dr_koko28 Kan ngaco...ini bukan soal imun tubuh...tapi efek vaksin pada kinerja organ vital saat kondisi tdk normal..., Kan ngaco ini bukan soal imun tubuh tapi efek vaksin pada kinerja organ vital saat kondisi tdk normal , kan ngaco ini bukan soal imun tubuh tapi efek vaksin pada kinerja organ vital saat kondisi tdk normal ,kan ngaco ini bukan soal imun tubuh tapi efek vaksin pada kinerja organ vital saat kondisi tidak normal,"['kan', 'ngaco', 'ini', 'bukan', 'soal', 'imun', 'tubuh', 'tapi', 'efek', 'vaksin', 'pada', 'kinerja', 'organ', 'vital', 'saat', 'kondisi', 'tidak', 'normal']","['kan', 'ngaco', 'bukan', 'soal', 'imun', 'tubuh', 'efek', 'vaksin', 'kinerja', 'organ', 'vital', 'kondisi', 'normal']",this is not a matter of the body's immunity but the effect of vaccines on the performance of vital organs when conditions are not normal
2508,"@Ndoro68295960 @dwihrw @Save_Maltese @warung_maduraa @maximvsatriaus @Zerolelouch41 @etibers @Dajjal Si anus sales vaksin tp miskin,palingan jg kerja kontrak,jgn2 efek dr di phk makanya jd stress, penyembah kafir yahudi,Tuhan nya aja baphomet dajjal.😝 https://t.co/7ZniEboFvo", Si anus sales vaksin tp miskin palingan jg kerja kontrak efek dr di phk makanya jd stress penyembah kafir yahudi Tuhan nya aja baphomet dajjal https t co , si anus sales vaksin tp miskin palingan jg kerja kontrak efek dr di phk makanya jd stress penyembah kafir yahudi tuhan nya aja baphomet dajjal https t co ,si anus sales vaksin tp miskin palingan jg kerja kontrak efek dr di phk makanya jd stress penyembah kafir yahudi tuhan nya aja baphomet dajjal https t co,"['si', 'anus', 'sales', 'vaksin', 'tp', 'miskin', 'palingan', 'jg', 'kerja', 'kontrak', 'efek', 'dr', 'di', 'phk', 'makanya', 'jd', 'stress', 'penyembah', 'kafir', 'yahudi', 'tuhan', 'nya', 'aja', 'baphomet', 'dajjal', 'https', 't', 'co']","['si', 'anus', 'sales', 'vaksin', 'tp', 'miskin', 'palingan', 'jg', 'kerja', 'kontrak', 'efek', 'dr', 'phk', 'makanya', 'jd', 'stress', 'penyembah', 'kafir', 'yahudi', 'tuhan', 'nya', 'aja', 'baphomet', 'dajjal', 'https', 't', 'co']","anus sells vaccines but is poor, he can also work on securities contracts, so he's laid off, so he's stressed. worshipers of jewish infidels, god, just baphomet dajjal https t co"
2509,"Ratusan Korban Jiwa dalam Tragedi Halloween, Dua WNI Luka-luka, Dokter Tifa Ungkap Efek Vaksin Covid-19
https://t.co/hMOunQuWbG",Ratusan Korban Jiwa dalam Tragedi Halloween Dua WNI Luka luka Dokter Tifa Ungkap Efek Vaksin Covid https t co hMOunQuWbG,ratusan korban jiwa dalam tragedi halloween dua wni luka luka dokter tifa ungkap efek vaksin covid https t co hmounquwbg,ratusan korban jiwa dalam tragedi halloween dua wni luka luka dokter tifa ungkap efek vaksin covid https t co hmounquwbg,"['ratusan', 'korban', 'jiwa', 'dalam', 'tragedi', 'halloween', 'dua', 'wni', 'luka', 'luka', 'dokter', 'tifa', 'ungkap', 'efek', 'vaksin', 'covid', 'https', 't', 'co', 'hmounquwbg']","['ratusan', 'korban', 'jiwa', 'tragedi', 'halloween', 'wni', 'luka', 'luka', 'dokter', 'tifa', 'ungkap', 'efek', 'vaksin', 'covid', 'https', 't', 'co', 'hmounquwbg']",hundreds of fatalities in halloween tragedy two wni injured doctor tifa reveals effect of covid vaccine https t co hmounquwbg
2510,"Akui saja, itu efek dari vaksin covid19 https://t.co/7MEs5sHQPA",Akui saja itu efek dari vaksin https t co ,akui saja itu efek dari vaksin https t co ,akui saja itu efek dari vaksin https t co,"['akui', 'saja', 'itu', 'efek', 'dari', 'vaksin', 'https', 't', 'co']","['akui', 'efek', 'vaksin', 'https', 't', 'co']",just admit it's the effect of the https t co vaccine
2511,"@DokterTifa Jare vaksin halal bu, kok ono efek sampinge?? Ngertio wingi ra vaksin", Jare vaksin halal bu kok ono efek sampinge Ngertio wingi ra vaksin, jare vaksin halal bu kok ono efek sampinge ngertio wingi ra vaksin,jare vaksin halal bu kok ono efek sampinge ngertio wingi ra vaksin,"['jare', 'vaksin', 'halal', 'bu', 'kok', 'ono', 'efek', 'sampinge', 'ngertio', 'wingi', 'ra', 'vaksin']","['jare', 'vaksin', 'halal', 'bu', 'kok', 'ono', 'efek', 'sampinge', 'ngertio', 'wingi', 'ra', 'vaksin']","they said the vaccine is halal, why are there any side effects? you know the vaccine yesterday"
2512,"@wlaha_sarimbit @mbokewongndeso @dr_koko28 Long Covid mungkin maksudnya long vaksin ( efek panjang setelah vaksin) emang ada? Atau juga mungkin yg dimaksud long Covid adalah Vaksin seumur hidup, emang ada juga?", Long Covid mungkin maksudnya long vaksin efek panjang setelah vaksin emang ada Atau juga mungkin yg dimaksud long Covid adalah Vaksin seumur hidup emang ada juga , long covid mungkin maksudnya long vaksin efek panjang setelah vaksin emang ada atau juga mungkin yg dimaksud long covid adalah vaksin seumur hidup emang ada juga ,long covid mungkin maksudnya long vaksin efek panjang setelah vaksin emang ada atau juga mungkin yang dimaksud long covid adalah vaksin seumur hidup emang ada juga,"['long', 'covid', 'mungkin', 'maksudnya', 'long', 'vaksin', 'efek', 'panjang', 'setelah', 'vaksin', 'emang', 'ada', 'atau', 'juga', 'mungkin', 'yang', 'dimaksud', 'long', 'covid', 'adalah', 'vaksin', 'seumur', 'hidup', 'emang', 'ada', 'juga']","['long', 'covid', 'mungkin', 'maksudnya', 'long', 'vaksin', 'efek', 'panjang', 'vaksin', 'emang', 'mungkin', 'dimaksud', 'long', 'covid', 'vaksin', 'seumur', 'hidup', 'emang']",long covid maybe he means long vaccine has a long effect after the vaccine actually exists or also maybe what long covid means is a lifelong vaccine really does exist too
2513,"Ratusan Korban Jiwa dalam Tragedi Halloween, Dua WNI Luka-luka, Dokter Tifa Ungkap Efek Vaksin Covid-19
https://t.co/wBloMcQIXZ",Ratusan Korban Jiwa dalam Tragedi Halloween Dua WNI Luka luka Dokter Tifa Ungkap Efek Vaksin Covid https t co wBloMcQIXZ,ratusan korban jiwa dalam tragedi halloween dua wni luka luka dokter tifa ungkap efek vaksin covid https t co wblomcqixz,ratusan korban jiwa dalam tragedi halloween dua wni luka luka dokter tifa ungkap efek vaksin covid https t co wblomcqixz,"['ratusan', 'korban', 'jiwa', 'dalam', 'tragedi', 'halloween', 'dua', 'wni', 'luka', 'luka', 'dokter', 'tifa', 'ungkap', 'efek', 'vaksin', 'covid', 'https', 't', 'co', 'wblomcqixz']","['ratusan', 'korban', 'jiwa', 'tragedi', 'halloween', 'wni', 'luka', 'luka', 'dokter', 'tifa', 'ungkap', 'efek', 'vaksin', 'covid', 'https', 't', 'co', 'wblomcqixz']",hundreds of fatalities in halloween tragedy two wni injured tifa doctor reveals effect of covid vaccine https t co wblomcqixz
2514,@StopPlandemit Vaksin Covid ada efek samping jangka panjang kah?, Vaksin Covid ada efek samping jangka panjang kah , vaksin covid ada efek samping jangka panjang kah ,vaksin covid ada efek samping jangka panjang kah,"['vaksin', 'covid', 'ada', 'efek', 'samping', 'jangka', 'panjang', 'kah']","['vaksin', 'covid', 'efek', 'samping', 'jangka', 'panjang']",does the covid vaccine have long term side effects?
2515,@DokterTifa Boleh tau gak apa Anda sudah research ada berapa orang yg meninggal karena efek vaksin covid? Kalo bicara sesuatu tanpa analisa namanya hoax bu, Boleh tau gak apa Anda sudah research ada berapa orang yg meninggal karena efek vaksin covid Kalo bicara sesuatu tanpa analisa namanya hoax bu, boleh tau gak apa anda sudah research ada berapa orang yg meninggal karena efek vaksin covid kalo bicara sesuatu tanpa analisa namanya hoax bu,boleh tau gak apa anda sudah research ada berapa orang yang meninggal karena efek vaksin covid kalo bicara sesuatu tanpa analisis namanya hoax bu,"['boleh', 'tau', 'gak', 'apa', 'anda', 'sudah', 'research', 'ada', 'berapa', 'orang', 'yang', 'meninggal', 'karena', 'efek', 'vaksin', 'covid', 'kalo', 'bicara', 'sesuatu', 'tanpa', 'analisis', 'namanya', 'hoax', 'bu']","['tau', 'gak', 'apa', 'research', 'berapa', 'orang', 'meninggal', 'efek', 'vaksin', 'covid', 'kalo', 'bicara', 'analisis', 'namanya', 'hoax', 'bu']",may i know if you have researched how many people have died due to the effects of the covid vaccine if you talk about something without analysis it's called a hoax ma'am
