,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal
2394,"@ShahrazaAfan @Samudera_Estu Kalo efek vaksin kenapa gak punah org di indonseia atau dunia? Hampir 60% bahkan lebih manusia udh di vaksin? Kalo 1 org bunuh bisa 3, harusnya punah dong? Cuma ya beda emang org gak di vaksin, otaknya gak kepake. Contoh : lu.", Kalo efek vaksin kenapa gak punah org di indonseia atau dunia Hampir bahkan lebih manusia udh di vaksin Kalo org bunuh bisa harusnya punah dong Cuma ya beda emang org gak di vaksin otaknya gak kepake Contoh lu , kalo efek vaksin kenapa gak punah org di indonseia atau dunia hampir bahkan lebih manusia udh di vaksin kalo org bunuh bisa harusnya punah dong cuma ya beda emang org gak di vaksin otaknya gak kepake contoh lu ,kalo efek vaksin kenapa gak punah orang di indonseia atau dunia hampir bahkan lebih manusia sudah di vaksin kalo orang bunuh bisa harusnya punah dong cuma ya beda emang orang gak di vaksin otaknya gak kepake contoh lu,"['kalo', 'efek', 'vaksin', 'kenapa', 'gak', 'punah', 'orang', 'di', 'indonseia', 'atau', 'dunia', 'hampir', 'bahkan', 'lebih', 'manusia', 'sudah', 'di', 'vaksin', 'kalo', 'orang', 'bunuh', 'bisa', 'harusnya', 'punah', 'dong', 'cuma', 'ya', 'beda', 'emang', 'orang', 'gak', 'di', 'vaksin', 'otaknya', 'gak', 'kepake', 'contoh', 'lu']","['kalo', 'efek', 'vaksin', 'gak', 'punah', 'orang', 'indonseia', 'dunia', 'hampir', 'bahkan', 'lebih', 'manusia', 'vaksin', 'kalo', 'orang', 'bunuh', 'harusnya', 'punah', 'dong', 'cuma', 'beda', 'emang', 'orang', 'gak', 'vaksin', 'otaknya', 'gak', 'kepake', 'contoh', 'lu']"
2395,"sabtu ada jadwal vaksin di tangerang, pgn booster tapi takut tumbang efek sampingnya...",sabtu ada jadwal vaksin di tangerang pgn booster tapi takut tumbang efek sampingnya ,sabtu ada jadwal vaksin di tangerang pgn booster tapi takut tumbang efek sampingnya ,sabtu ada jadwal vaksin di tangerang pgn booster tapi takut tumbang efek sampingnya,"['sabtu', 'ada', 'jadwal', 'vaksin', 'di', 'tangerang', 'pgn', 'booster', 'tapi', 'takut', 'tumbang', 'efek', 'sampingnya']","['sabtu', 'jadwal', 'vaksin', 'tangerang', 'pgn', 'booster', 'takut', 'tumbang', 'efek', 'sampingnya']"
2396,"@Reezax4 @VIVAcoid Harusnya klo emg ada ganti komposisi bahan, ya sudah pasti hrs ada persetujuan BPOM ini aneh sih, gue malah mikir negatif, yg bahaya itu malah efek vaksin lagi 🤯", Harusnya klo emg ada ganti komposisi bahan ya sudah pasti hrs ada persetujuan BPOM ini aneh sih gue malah mikir negatif yg bahaya itu malah efek vaksin lagi , harusnya klo emg ada ganti komposisi bahan ya sudah pasti hrs ada persetujuan bpom ini aneh sih gue malah mikir negatif yg bahaya itu malah efek vaksin lagi ,harusnya kalau emg ada ganti komposisi bahan ya sudah pasti hrs ada persetujuan bpom ini aneh sih gue malah mikir negatif yang bahaya itu malah efek vaksin lagi,"['harusnya', 'kalau', 'emg', 'ada', 'ganti', 'komposisi', 'bahan', 'ya', 'sudah', 'pasti', 'hrs', 'ada', 'persetujuan', 'bpom', 'ini', 'aneh', 'sih', 'gue', 'malah', 'mikir', 'negatif', 'yang', 'bahaya', 'itu', 'malah', 'efek', 'vaksin', 'lagi']","['harusnya', 'kalau', 'emg', 'ganti', 'komposisi', 'bahan', 'hrs', 'persetujuan', 'bpom', 'aneh', 'sih', 'gue', 'malah', 'mikir', 'negatif', 'bahaya', 'malah', 'efek', 'vaksin']"
2397,@DokterTifa Mungkin kaitan dengan Vaksin atau yg namanya efek kan gak bisa di hetikan produksi penyakit lgsg berhenti tapi mereka yg Bru kena akibat pemakaian selama ini., Mungkin kaitan dengan Vaksin atau yg namanya efek kan gak bisa di hetikan produksi penyakit lgsg berhenti tapi mereka yg Bru kena akibat pemakaian selama ini , mungkin kaitan dengan vaksin atau yg namanya efek kan gak bisa di hetikan produksi penyakit lgsg berhenti tapi mereka yg bru kena akibat pemakaian selama ini ,mungkin kaitan dengan vaksin atau yang namanya efek kan gak bisa di hetikan produksi penyakit langsung berhenti tapi mereka yang baru kena akibat pemakaian selama ini,"['mungkin', 'kaitan', 'dengan', 'vaksin', 'atau', 'yang', 'namanya', 'efek', 'kan', 'gak', 'bisa', 'di', 'hetikan', 'produksi', 'penyakit', 'langsung', 'berhenti', 'tapi', 'mereka', 'yang', 'baru', 'kena', 'akibat', 'pemakaian', 'selama', 'ini']","['mungkin', 'kaitan', 'vaksin', 'namanya', 'efek', 'kan', 'gak', 'hetikan', 'produksi', 'penyakit', 'langsung', 'berhenti', 'baru', 'kena', 'akibat', 'pemakaian', 'selama']"
2398,@tvOneNews Beliau tak akan pernah meneliti sid3 efek vaksin. Tega2nya menjadikan rakyat kelinci percobaan https://t.co/Cgfs5sCTXR, Beliau tak akan pernah meneliti efek vaksin menjadikan rakyat kelinci percobaan https t co , beliau tak akan pernah meneliti efek vaksin menjadikan rakyat kelinci percobaan https t co ,beliau tak akan pernah meneliti efek vaksin menjadikan rakyat kelinci percobaan https t co,"['beliau', 'tak', 'akan', 'pernah', 'meneliti', 'efek', 'vaksin', 'menjadikan', 'rakyat', 'kelinci', 'percobaan', 'https', 't', 'co']","['beliau', 'tak', 'pernah', 'meneliti', 'efek', 'vaksin', 'menjadikan', 'rakyat', 'kelinci', 'percobaan', 'https', 't', 'co']"
2399,@Muhammad_Saewad Malah ada yg bikin teori efek vaksin. Para korban meninggal dunia karena efek vaksin dua tahun yang lalu. Gitu amat menutupi kasus penggunaan tear gas, Malah ada yg bikin teori efek vaksin Para korban meninggal dunia karena efek vaksin dua tahun yang lalu Gitu amat menutupi kasus penggunaan tear gas, malah ada yg bikin teori efek vaksin para korban meninggal dunia karena efek vaksin dua tahun yang lalu gitu amat menutupi kasus penggunaan tear gas,malah ada yang bikin teori efek vaksin para korban meninggal dunia karena efek vaksin dua tahun yang lalu gitu amat menutupi kasus penggunaan tear gas,"['malah', 'ada', 'yang', 'bikin', 'teori', 'efek', 'vaksin', 'para', 'korban', 'meninggal', 'dunia', 'karena', 'efek', 'vaksin', 'dua', 'tahun', 'yang', 'lalu', 'gitu', 'amat', 'menutupi', 'kasus', 'penggunaan', 'tear', 'gas']","['malah', 'bikin', 'teori', 'efek', 'vaksin', 'korban', 'meninggal', 'dunia', 'efek', 'vaksin', 'tahun', 'lalu', 'gitu', 'menutupi', 'kasus', 'penggunaan', 'tear', 'gas']"
2400,@eeman_higetoshi @DokterTifa Efek vaksin pada saat Bulan Imunisasi Nasional...karena di negara lain ga ada Bulan Imunisasi kaya'disini, Efek vaksin pada saat Bulan Imunisasi Nasional karena di negara lain ga ada Bulan Imunisasi kaya disini, efek vaksin pada saat bulan imunisasi nasional karena di negara lain ga ada bulan imunisasi kaya disini,efek vaksin pada saat bulan imunisasi nasional karena di negara lain gak ada bulan imunisasi kaya disini,"['efek', 'vaksin', 'pada', 'saat', 'bulan', 'imunisasi', 'nasional', 'karena', 'di', 'negara', 'lain', 'gak', 'ada', 'bulan', 'imunisasi', 'kaya', 'disini']","['efek', 'vaksin', 'bulan', 'imunisasi', 'nasional', 'negara', 'gak', 'bulan', 'imunisasi', 'kaya', 'disini']"
2401,"@VIVAcoid penyebab nya bukan Syrup kok gue kira ada sebab lain yng mungkin ditutup tutup in , kaya side efek vaksin atau di susu formula atau air mineral isi ulang 👀🙄🤔😱🤦", penyebab nya bukan Syrup kok gue kira ada sebab lain yng mungkin ditutup tutup in kaya side efek vaksin atau di susu formula atau air mineral isi ulang , penyebab nya bukan syrup kok gue kira ada sebab lain yng mungkin ditutup tutup in kaya side efek vaksin atau di susu formula atau air mineral isi ulang ,penyebab nya bukan syrup kok gue kira ada sebab lain yang mungkin ditutup tutup in kaya side efek vaksin atau di susu formula atau air mineral isi ulang,"['penyebab', 'nya', 'bukan', 'syrup', 'kok', 'gue', 'kira', 'ada', 'sebab', 'lain', 'yang', 'mungkin', 'ditutup', 'tutup', 'in', 'kaya', 'side', 'efek', 'vaksin', 'atau', 'di', 'susu', 'formula', 'atau', 'air', 'mineral', 'isi', 'ulang']","['penyebab', 'nya', 'bukan', 'syrup', 'kok', 'gue', 'kira', 'mungkin', 'ditutup', 'tutup', 'in', 'kaya', 'side', 'efek', 'vaksin', 'susu', 'formula', 'air', 'mineral', 'isi', 'ulang']"
2402,@freshman_86 @priyo_kusmiarto @lukmansayidi @DokterTifa Jika vaksin ada efek gagal ginjal mungkin bagi orang yang divaksin akan serentak mengalami gagal ginjal. Nyatanya tahun ke 2 vaksin belum ada laporan massif ttg gagal ginjal. Korbannya malah kebanyakan balita. Dia itu memang gagal nalar., Jika vaksin ada efek gagal ginjal mungkin bagi orang yang divaksin akan serentak mengalami gagal ginjal Nyatanya tahun ke vaksin belum ada laporan massif ttg gagal ginjal Korbannya malah kebanyakan balita Dia itu memang gagal nalar , jika vaksin ada efek gagal ginjal mungkin bagi orang yang divaksin akan serentak mengalami gagal ginjal nyatanya tahun ke vaksin belum ada laporan massif ttg gagal ginjal korbannya malah kebanyakan balita dia itu memang gagal nalar ,jika vaksin ada efek gagal ginjal mungkin bagi orang yang divaksin akan serentak mengalami gagal ginjal nyatanya tahun ke vaksin belum ada laporan massif tentang gagal ginjal korbannya malah kebanyakan balita dia itu memang gagal nalar,"['jika', 'vaksin', 'ada', 'efek', 'gagal', 'ginjal', 'mungkin', 'bagi', 'orang', 'yang', 'divaksin', 'akan', 'serentak', 'mengalami', 'gagal', 'ginjal', 'nyatanya', 'tahun', 'ke', 'vaksin', 'belum', 'ada', 'laporan', 'massif', 'tentang', 'gagal', 'ginjal', 'korbannya', 'malah', 'kebanyakan', 'balita', 'dia', 'itu', 'memang', 'gagal', 'nalar']","['vaksin', 'efek', 'gagal', 'ginjal', 'mungkin', 'orang', 'divaksin', 'serentak', 'mengalami', 'gagal', 'ginjal', 'nyatanya', 'tahun', 'vaksin', 'laporan', 'massif', 'gagal', 'ginjal', 'korbannya', 'malah', 'kebanyakan', 'balita', 'memang', 'gagal', 'nalar']"
2403,"@detikcom Efek vaksin, tp paracetamol di kambinghitamkan 🤣😜", Efek vaksin tp paracetamol di kambinghitamkan , efek vaksin tp paracetamol di kambinghitamkan ,efek vaksin tp paracetamol di kambinghitamkan,"['efek', 'vaksin', 'tp', 'paracetamol', 'di', 'kambinghitamkan']","['efek', 'vaksin', 'tp', 'paracetamol', 'kambinghitamkan']"
2404,@alharits19 Salah satunya dari makanan. Mengenai efek vaksin belum diketahui. Vaksin kemungkinan menyebabkan tidak bisa memperoleh keturunan. Alat reproduksi mereka (anak-anak) rusak., Salah satunya dari makanan Mengenai efek vaksin belum diketahui Vaksin kemungkinan menyebabkan tidak bisa memperoleh keturunan Alat reproduksi mereka anak anak rusak , salah satunya dari makanan mengenai efek vaksin belum diketahui vaksin kemungkinan menyebabkan tidak bisa memperoleh keturunan alat reproduksi mereka anak anak rusak ,salah satunya dari makanan mengenai efek vaksin belum diketahui vaksin kemungkinan menyebabkan tidak bisa memperoleh keturunan alat reproduksi mereka anak anak rusak,"['salah', 'satunya', 'dari', 'makanan', 'mengenai', 'efek', 'vaksin', 'belum', 'diketahui', 'vaksin', 'kemungkinan', 'menyebabkan', 'tidak', 'bisa', 'memperoleh', 'keturunan', 'alat', 'reproduksi', 'mereka', 'anak', 'anak', 'rusak']","['salah', 'satunya', 'makanan', 'mengenai', 'efek', 'vaksin', 'diketahui', 'vaksin', 'kemungkinan', 'menyebabkan', 'memperoleh', 'keturunan', 'alat', 'reproduksi', 'anak', 'anak', 'rusak']"
2405,@404erorrs Hanya separo dari efek vaksin ke - 2. Pegal2 aja. Saya pake Moderna saperti booster ke 1 ., Hanya separo dari efek vaksin ke aja Saya pake Moderna saperti booster ke , hanya separo dari efek vaksin ke aja saya pake moderna saperti booster ke ,hanya separo dari efek vaksin ke aja saya pake moderna saperti booster ke,"['hanya', 'separo', 'dari', 'efek', 'vaksin', 'ke', 'aja', 'saya', 'pake', 'moderna', 'saperti', 'booster', 'ke']","['separo', 'efek', 'vaksin', 'aja', 'pake', 'moderna', 'saperti', 'booster']"
2406,"Kebiasaan efek aftee vaksin nih ga cuman sehari 
After vaksin 1 sakit 10 harian 
Vaksin 2 sakit 3 hari 
Booster baru kerasa sehari",Kebiasaan efek aftee vaksin nih ga cuman sehari After vaksin sakit harian Vaksin sakit hari Booster baru kerasa sehari,kebiasaan efek aftee vaksin nih ga cuman sehari after vaksin sakit harian vaksin sakit hari booster baru kerasa sehari,kebiasaan efek aftee vaksin nih gak cuman sehari after vaksin sakit harian vaksin sakit hari booster baru kerasa sehari,"['kebiasaan', 'efek', 'aftee', 'vaksin', 'nih', 'gak', 'cuman', 'sehari', 'after', 'vaksin', 'sakit', 'harian', 'vaksin', 'sakit', 'hari', 'booster', 'baru', 'kerasa', 'sehari']","['kebiasaan', 'efek', 'aftee', 'vaksin', 'nih', 'gak', 'cuman', 'sehari', 'after', 'vaksin', 'sakit', 'harian', 'vaksin', 'sakit', 'hari', 'booster', 'baru', 'kerasa', 'sehari']"
2407,Efek dari vaksin d4 nafsu makan gila2an bangetttttttt,Efek dari vaksin nafsu makan bangetttttttt,efek dari vaksin nafsu makan bangetttttttt,efek dari vaksin nafsu makan bangetttttttt,"['efek', 'dari', 'vaksin', 'nafsu', 'makan', 'bangetttttttt']","['efek', 'vaksin', 'nafsu', 'makan', 'bangetttttttt']"
2408,@BosPurwa Ayo dibuat teori efek vaksin. Bapak itu mengalami henti jantung karena jantung nya melemah akibat efek vaksin. Biar pak pol nya tidak menjadi satu satunya pihak yang disalahkan, Ayo dibuat teori efek vaksin Bapak itu mengalami henti jantung karena jantung nya melemah akibat efek vaksin Biar pak pol nya tidak menjadi satu satunya pihak yang disalahkan, ayo dibuat teori efek vaksin bapak itu mengalami henti jantung karena jantung nya melemah akibat efek vaksin biar pak pol nya tidak menjadi satu satunya pihak yang disalahkan,ayo dibuat teori efek vaksin bapak itu mengalami henti jantung karena jantung nya melemah akibat efek vaksin biar pak pol nya tidak menjadi satu satunya pihak yang disalahkan,"['ayo', 'dibuat', 'teori', 'efek', 'vaksin', 'bapak', 'itu', 'mengalami', 'henti', 'jantung', 'karena', 'jantung', 'nya', 'melemah', 'akibat', 'efek', 'vaksin', 'biar', 'pak', 'pol', 'nya', 'tidak', 'menjadi', 'satu', 'satunya', 'pihak', 'yang', 'disalahkan']","['ayo', 'dibuat', 'teori', 'efek', 'vaksin', 'bapak', 'mengalami', 'henti', 'jantung', 'jantung', 'nya', 'melemah', 'akibat', 'efek', 'vaksin', 'biar', 'pak', 'pol', 'nya', 'menjadi', 'satu', 'satunya', 'pihak', 'disalahkan']"
2409,"Efek vaksin covid kah, berimbas ke obat sirup… dulu sebelum ada vaksin aman2 aja",Efek vaksin covid kah berimbas ke obat sirup dulu sebelum ada vaksin aja,efek vaksin covid kah berimbas ke obat sirup dulu sebelum ada vaksin aja,efek vaksin covid kah berimbas ke obat sirup dulu sebelum ada vaksin aja,"['efek', 'vaksin', 'covid', 'kah', 'berimbas', 'ke', 'obat', 'sirup', 'dulu', 'sebelum', 'ada', 'vaksin', 'aja']","['efek', 'vaksin', 'covid', 'berimbas', 'obat', 'sirup', 'dulu', 'vaksin', 'aja']"
2410,"@El_AhmadRipani @elizabethlisa76 Lu kali ,,efek vaksin", Lu kali efek vaksin, lu kali efek vaksin,lu kali efek vaksin,"['lu', 'kali', 'efek', 'vaksin']","['lu', 'kali', 'efek', 'vaksin']"
2411,Habis vaksin ngantukan emg efek sampingnya?  jam segini ngantuk😭,Habis vaksin ngantukan emg efek sampingnya jam segini ngantuk ,habis vaksin ngantukan emg efek sampingnya jam segini ngantuk ,habis vaksin ngantukan emg efek sampingnya jam segini ngantuk,"['habis', 'vaksin', 'ngantukan', 'emg', 'efek', 'sampingnya', 'jam', 'segini', 'ngantuk']","['habis', 'vaksin', 'ngantukan', 'emg', 'efek', 'sampingnya', 'jam', 'segini', 'ngantuk']"
2412,"Obat sirup yg mengandung etilen glikol (EG) dan Dietilen Glikol (DEG) sudah ditarik dari pasar..knp masih meningkat penyakit gagal ginjal akut?? Ga mo lihat kr akibat lain..misal akibat efek vaksin c19???

https://t.co/hH3hz6LAwL",Obat sirup yg mengandung etilen glikol EG dan Dietilen Glikol DEG sudah ditarik dari pasar knp masih meningkat penyakit gagal ginjal akut Ga mo lihat kr akibat lain misal akibat efek vaksin https t co ,obat sirup yg mengandung etilen glikol eg dan dietilen glikol deg sudah ditarik dari pasar knp masih meningkat penyakit gagal ginjal akut ga mo lihat kr akibat lain misal akibat efek vaksin https t co ,obat sirup yang mengandung etilen glikol eg dan dietilen glikol deg sudah ditarik dari pasar kenapa masih meningkat penyakit gagal ginjal akut gak mo lihat kr akibat lain misal akibat efek vaksin https t co,"['obat', 'sirup', 'yang', 'mengandung', 'etilen', 'glikol', 'eg', 'dan', 'dietilen', 'glikol', 'deg', 'sudah', 'ditarik', 'dari', 'pasar', 'kenapa', 'masih', 'meningkat', 'penyakit', 'gagal', 'ginjal', 'akut', 'gak', 'mo', 'lihat', 'kr', 'akibat', 'lain', 'misal', 'akibat', 'efek', 'vaksin', 'https', 't', 'co']","['obat', 'sirup', 'mengandung', 'etilen', 'glikol', 'eg', 'dietilen', 'glikol', 'deg', 'ditarik', 'pasar', 'meningkat', 'penyakit', 'gagal', 'ginjal', 'akut', 'gak', 'mo', 'lihat', 'kr', 'akibat', 'misal', 'akibat', 'efek', 'vaksin', 'https', 't', 'co']"
2413,@detikcom Gak masuk akal memang sama dengan vaksin yang 3kali bisa bikin imun kuat...padahal tubuh punya imun sendiri yang tanpa efek samping, Gak masuk akal memang sama dengan vaksin yang bisa bikin imun kuat padahal tubuh punya imun sendiri yang tanpa efek samping, gak masuk akal memang sama dengan vaksin yang bisa bikin imun kuat padahal tubuh punya imun sendiri yang tanpa efek samping,gak masuk akal memang sama dengan vaksin yang bisa bikin imun kuat padahal tubuh punya imun sendiri yang tanpa efek samping,"['gak', 'masuk', 'akal', 'memang', 'sama', 'dengan', 'vaksin', 'yang', 'bisa', 'bikin', 'imun', 'kuat', 'padahal', 'tubuh', 'punya', 'imun', 'sendiri', 'yang', 'tanpa', 'efek', 'samping']","['gak', 'masuk', 'akal', 'memang', 'sama', 'vaksin', 'bikin', 'imun', 'kuat', 'padahal', 'tubuh', 'punya', 'imun', 'sendiri', 'efek', 'samping']"
2414,"@kkmanti Jiancok, lima menit menyelam tanpa persiapan, habis begadang pula. Besok ada ahli medis sosmed yg bilang ini efek vaksin. Wong kanjuruhan saja dibilang akibat efek vaksin", Jiancok lima menit menyelam tanpa persiapan habis begadang pula Besok ada ahli medis sosmed yg bilang ini efek vaksin Wong kanjuruhan saja dibilang akibat efek vaksin, jiancok lima menit menyelam tanpa persiapan habis begadang pula besok ada ahli medis sosmed yg bilang ini efek vaksin wong kanjuruhan saja dibilang akibat efek vaksin,jiancok lima menit menyelam tanpa persiapan habis begadang pula besok ada ahli medis sosmed yang bilang ini efek vaksin wong kanjuruhan saja dibilang akibat efek vaksin,"['jiancok', 'lima', 'menit', 'menyelam', 'tanpa', 'persiapan', 'habis', 'begadang', 'pula', 'besok', 'ada', 'ahli', 'medis', 'sosmed', 'yang', 'bilang', 'ini', 'efek', 'vaksin', 'wong', 'kanjuruhan', 'saja', 'dibilang', 'akibat', 'efek', 'vaksin']","['jiancok', 'lima', 'menit', 'menyelam', 'persiapan', 'habis', 'begadang', 'besok', 'ahli', 'medis', 'sosmed', 'bilang', 'efek', 'vaksin', 'wong', 'kanjuruhan', 'dibilang', 'akibat', 'efek', 'vaksin']"
2415,Hoaks atau Fakta: Mata Katy Perry Rusak karena Efek Vaksin? https://t.co/pOhKkiUm0x https://t.co/E3VHOj3Ysc,Hoaks atau Fakta Mata Katy Perry Rusak karena Efek Vaksin https t co https t co ,hoaks atau fakta mata katy perry rusak karena efek vaksin https t co https t co ,hoax atau fakta mata katy perry rusak karena efek vaksin https t co https t co,"['hoax', 'atau', 'fakta', 'mata', 'katy', 'perry', 'rusak', 'karena', 'efek', 'vaksin', 'https', 't', 'co', 'https', 't', 'co']","['hoax', 'fakta', 'mata', 'katy', 'perry', 'rusak', 'efek', 'vaksin', 'https', 't', 'co', 'https', 't', 'co']"
2416,@poponkerok Giliran diabetes bilang nya efek vaksin, Giliran diabetes bilang nya efek vaksin, giliran diabetes bilang nya efek vaksin,giliran diabetes bilang nya efek vaksin,"['giliran', 'diabetes', 'bilang', 'nya', 'efek', 'vaksin']","['giliran', 'diabetes', 'bilang', 'nya', 'efek', 'vaksin']"
2417,@Honeyda14 @mbokewongndeso @pick_aiibisidii @DokterTifa Jgnkan efek samping vaksin covid. Data2 soal penyakit2 yg diidap masyarakat Indonesia tiap tahunnya aja ga dibuka sm Kemenkes, Jgnkan efek samping vaksin covid soal yg diidap masyarakat Indonesia tiap tahunnya aja ga dibuka sm Kemenkes, jgnkan efek samping vaksin covid soal yg diidap masyarakat indonesia tiap tahunnya aja ga dibuka sm kemenkes,jgnkan efek samping vaksin covid soal yang diidap masyarakat indonesia tiap tahunnya aja gak dibuka sama kemenkes,"['jgnkan', 'efek', 'samping', 'vaksin', 'covid', 'soal', 'yang', 'diidap', 'masyarakat', 'indonesia', 'tiap', 'tahunnya', 'aja', 'gak', 'dibuka', 'sama', 'kemenkes']","['jgnkan', 'efek', 'samping', 'vaksin', 'covid', 'soal', 'diidap', 'masyarakat', 'indonesia', 'tiap', 'tahunnya', 'aja', 'gak', 'dibuka', 'sama', 'kemenkes']"
2418,So ja dtg tu efek vaksin 🤢🥺,So ja dtg tu efek vaksin ,so ja dtg tu efek vaksin ,so ja datang tu efek vaksin,"['so', 'ja', 'datang', 'tu', 'efek', 'vaksin']","['so', 'ja', 'datang', 'tu', 'efek', 'vaksin']"
2419,@Samudera_Estu yang bilang efek vaksin terlalu banyak di jejelin kontro sini bang saya sentil otaknya biar goyang, yang bilang efek vaksin terlalu banyak di jejelin kontro sini bang saya sentil otaknya biar goyang, yang bilang efek vaksin terlalu banyak di jejelin kontro sini bang saya sentil otaknya biar goyang,yang bilang efek vaksin terlalu banyak di jejelin kontro sini bang saya sentil otaknya biar goyang,"['yang', 'bilang', 'efek', 'vaksin', 'terlalu', 'banyak', 'di', 'jejelin', 'kontro', 'sini', 'bang', 'saya', 'sentil', 'otaknya', 'biar', 'goyang']","['bilang', 'efek', 'vaksin', 'terlalu', 'banyak', 'jejelin', 'kontro', 'sini', 'bang', 'sentil', 'otaknya', 'biar', 'goyang']"
2420,@DokterTifa Efek vaksin bukan efek virus. Covid is a BIG Scam., Efek vaksin bukan efek virus Covid is a BIG Scam , efek vaksin bukan efek virus covid is a big scam ,efek vaksin bukan efek virus covid is a big scam,"['efek', 'vaksin', 'bukan', 'efek', 'virus', 'covid', 'is', 'a', 'big', 'scam']","['efek', 'vaksin', 'bukan', 'efek', 'virus', 'covid', 'is', 'a', 'big', 'scam']"
2421,Nyeri bgt efek vaksin booster 😭 tp gmn demi ktemu ayank🙃🥹,Nyeri bgt efek vaksin booster tp gmn demi ktemu ayank ,nyeri bgt efek vaksin booster tp gmn demi ktemu ayank ,nyeri banget efek vaksin booster tp gimana demi ktemu ayank,"['nyeri', 'banget', 'efek', 'vaksin', 'booster', 'tp', 'gimana', 'demi', 'ktemu', 'ayank']","['nyeri', 'banget', 'efek', 'vaksin', 'booster', 'tp', 'gimana', 'ktemu', 'ayank']"
2422,"bahwa kejadian tersebut karena masalah kesehatan akibat efek samping vaksin Covid-19.

Cek faktanya melalui infografis berikut ini, Lur!

Sumonggo tetap berhati-hati dalam menerima berbagai informasi, ada baiknya untuk dipahami dan dicari kebenarannya ya, Lur. 😉",bahwa kejadian tersebut karena masalah kesehatan akibat efek samping vaksin Covid Cek faktanya melalui infografis berikut ini Lur Sumonggo tetap berhati hati dalam menerima berbagai informasi ada baiknya untuk dipahami dan dicari kebenarannya ya Lur ,bahwa kejadian tersebut karena masalah kesehatan akibat efek samping vaksin covid cek faktanya melalui infografis berikut ini lur sumonggo tetap berhati hati dalam menerima berbagai informasi ada baiknya untuk dipahami dan dicari kebenarannya ya lur ,bahwa kejadian tersebut karena masalah kesehatan akibat efek samping vaksin covid cek faktanya melalui infografis berikut ini lur sumonggo tetap berhati hati dalam menerima berbagai informasi ada baiknya untuk dipahami dan dicari kebenarannya ya lur,"['bahwa', 'kejadian', 'tersebut', 'karena', 'masalah', 'kesehatan', 'akibat', 'efek', 'samping', 'vaksin', 'covid', 'cek', 'faktanya', 'melalui', 'infografis', 'berikut', 'ini', 'lur', 'sumonggo', 'tetap', 'berhati', 'hati', 'dalam', 'menerima', 'berbagai', 'informasi', 'ada', 'baiknya', 'untuk', 'dipahami', 'dan', 'dicari', 'kebenarannya', 'ya', 'lur']","['kejadian', 'tersebut', 'masalah', 'kesehatan', 'akibat', 'efek', 'samping', 'vaksin', 'covid', 'cek', 'faktanya', 'melalui', 'infografis', 'berikut', 'lur', 'sumonggo', 'tetap', 'berhati', 'hati', 'menerima', 'berbagai', 'informasi', 'baiknya', 'dipahami', 'dicari', 'kebenarannya', 'lur']"
2423,"[HOAKS]
""Mata Katy Perry Bermasalah Akibat Efek Samping Vaksin”

Beredar unggahan di media sosial Facebook berupa video yang memperlihatkan mata kanan Katy Perry yang tidak bisa terbuka saat sedang konser di atas panggung. Unggahan tersebut dilengkapi dengan narasi yang mengklaim https://t.co/AMqfhLycTH", HOAKS Mata Katy Perry Bermasalah Akibat Efek Samping Vaksin Beredar unggahan di media sosial Facebook berupa video yang memperlihatkan mata kanan Katy Perry yang tidak bisa terbuka saat sedang konser di atas panggung Unggahan tersebut dilengkapi dengan narasi yang mengklaim https t co AMqfhLycTH, hoaks mata katy perry bermasalah akibat efek samping vaksin beredar unggahan di media sosial facebook berupa video yang memperlihatkan mata kanan katy perry yang tidak bisa terbuka saat sedang konser di atas panggung unggahan tersebut dilengkapi dengan narasi yang mengklaim https t co amqfhlycth,hoax mata katy perry bermasalah akibat efek samping vaksin beredar unggahan di media sosial facebook berupa video yang memperlihatkan mata kanan katy perry yang tidak bisa terbuka saat sedang konser di atas panggung unggahan tersebut dilengkapi dengan narasi yang mengklaim https t co amqfhlycth,"['hoax', 'mata', 'katy', 'perry', 'bermasalah', 'akibat', 'efek', 'samping', 'vaksin', 'beredar', 'unggahan', 'di', 'media', 'sosial', 'facebook', 'berupa', 'video', 'yang', 'memperlihatkan', 'mata', 'kanan', 'katy', 'perry', 'yang', 'tidak', 'bisa', 'terbuka', 'saat', 'sedang', 'konser', 'di', 'atas', 'panggung', 'unggahan', 'tersebut', 'dilengkapi', 'dengan', 'narasi', 'yang', 'mengklaim', 'https', 't', 'co', 'amqfhlycth']","['hoax', 'mata', 'katy', 'perry', 'bermasalah', 'akibat', 'efek', 'samping', 'vaksin', 'beredar', 'unggahan', 'media', 'sosial', 'facebook', 'berupa', 'video', 'memperlihatkan', 'mata', 'kanan', 'katy', 'perry', 'terbuka', 'sedang', 'konser', 'atas', 'panggung', 'unggahan', 'tersebut', 'dilengkapi', 'narasi', 'mengklaim', 'https', 't', 'co', 'amqfhlycth']"
